inventory_id,store_id,title,rating,rental_rate,replacement_cost
487,1,"BUTTERFLY CHOCOLAT",G,0.99,17.99
488,1,"BUTTERFLY CHOCOLAT",G,0.99,17.99
489,2,"BUTTERFLY CHOCOLAT",G,0.99,17.99
490,2,"BUTTERFLY CHOCOLAT",G,0.99,17.99
491,2,"BUTTERFLY CHOCOLAT",G,0.99,17.99
492,2,"BUTTERFLY CHOCOLAT",G,0.99,17.99
493,1,"CABIN FLASH",NC-17,0.99,25.99
494,1,"CABIN FLASH",NC-17,0.99,25.99
495,1,"CABIN FLASH",NC-17,0.99,25.99
496,1,"CABIN FLASH",NC-17,0.99,25.99
497,2,"CADDYSHACK JEDI",NC-17,0.99,17.99
498,2,"CADDYSHACK JEDI",NC-17,0.99,17.99
499,2,"CADDYSHACK JEDI",NC-17,0.99,17.99
500,2,"CADDYSHACK JEDI",NC-17,0.99,17.99
501,1,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
502,1,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
503,1,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
504,1,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
505,2,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
506,2,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
507,2,"CALENDAR GUNFIGHT",NC-17,4.99,22.99
508,2,"CALIFORNIA BIRDS",NC-17,4.99,19.99
509,2,"CALIFORNIA BIRDS",NC-17,4.99,19.99
510,2,"CALIFORNIA BIRDS",NC-17,4.99,19.99
511,2,"CALIFORNIA BIRDS",NC-17,4.99,19.99
512,1,"CAMELOT VACATION",NC-17,0.99,26.99
513,1,"CAMELOT VACATION",NC-17,0.99,26.99
514,1,"CAMELOT VACATION",NC-17,0.99,26.99
515,1,"CAMELOT VACATION",NC-17,0.99,26.99
516,2,"CAMELOT VACATION",NC-17,0.99,26.99
517,2,"CAMELOT VACATION",NC-17,0.99,26.99
518,2,"CAMELOT VACATION",NC-17,0.99,26.99
519,1,"CAMPUS REMEMBER",R,2.99,27.99
520,1,"CAMPUS REMEMBER",R,2.99,27.99
521,1,"CAMPUS REMEMBER",R,2.99,27.99
522,2,"CAMPUS REMEMBER",R,2.99,27.99
523,2,"CAMPUS REMEMBER",R,2.99,27.99
524,2,"CAMPUS REMEMBER",R,2.99,27.99
525,2,"CAMPUS REMEMBER",R,2.99,27.99
526,1,"CANDIDATE PERDITION",R,2.99,10.99
527,1,"CANDIDATE PERDITION",R,2.99,10.99
528,2,"CANDIDATE PERDITION",R,2.99,10.99
529,2,"CANDIDATE PERDITION",R,2.99,10.99
530,2,"CANDIDATE PERDITION",R,2.99,10.99
531,2,"CANDIDATE PERDITION",R,2.99,10.99
532,1,"CANDLES GRAPES",NC-17,4.99,15.99
533,1,"CANDLES GRAPES",NC-17,4.99,15.99
534,1,"CANDLES GRAPES",NC-17,4.99,15.99
535,1,"CANDLES GRAPES",NC-17,4.99,15.99
536,2,"CANDLES GRAPES",NC-17,4.99,15.99
537,2,"CANDLES GRAPES",NC-17,4.99,15.99
538,1,"CANYON STOCK",R,0.99,26.99
539,1,"CANYON STOCK",R,0.99,26.99
540,1,"CANYON STOCK",R,0.99,26.99
541,1,"CANYON STOCK",R,0.99,26.99
542,2,"CANYON STOCK",R,0.99,26.99
543,2,"CANYON STOCK",R,0.99,26.99
544,1,"CAPER MOTIONS",G,0.99,22.99
545,1,"CAPER MOTIONS",G,0.99,22.99
546,1,"CAPER MOTIONS",G,0.99,22.99
547,2,"CAPER MOTIONS",G,0.99,22.99
548,2,"CAPER MOTIONS",G,0.99,22.99
549,2,"CAPER MOTIONS",G,0.99,22.99
550,2,"CAPER MOTIONS",G,0.99,22.99
551,1,"CARIBBEAN LIBERTY",NC-17,4.99,16.99
552,1,"CARIBBEAN LIBERTY",NC-17,4.99,16.99
553,1,"CARIBBEAN LIBERTY",NC-17,4.99,16.99
554,1,"CAROL TEXAS",PG,2.99,15.99
555,1,"CAROL TEXAS",PG,2.99,15.99
556,1,"CAROL TEXAS",PG,2.99,15.99
557,2,"CAROL TEXAS",PG,2.99,15.99
558,2,"CAROL TEXAS",PG,2.99,15.99
559,2,"CAROL TEXAS",PG,2.99,15.99
560,1,"CARRIE BUNCH",PG,0.99,11.99
561,1,"CARRIE BUNCH",PG,0.99,11.99
562,1,"CARRIE BUNCH",PG,0.99,11.99
563,1,"CARRIE BUNCH",PG,0.99,11.99
564,2,"CARRIE BUNCH",PG,0.99,11.99
565,2,"CARRIE BUNCH",PG,0.99,11.99
566,2,"CARRIE BUNCH",PG,0.99,11.99
567,1,"CASABLANCA SUPER",G,4.99,22.99
568,1,"CASABLANCA SUPER",G,4.99,22.99
569,2,"CASABLANCA SUPER",G,4.99,22.99
570,2,"CASABLANCA SUPER",G,4.99,22.99
571,2,"CASABLANCA SUPER",G,4.99,22.99
572,2,"CASPER DRAGONFLY",PG-13,4.99,16.99
573,2,"CASPER DRAGONFLY",PG-13,4.99,16.99
574,2,"CASPER DRAGONFLY",PG-13,4.99,16.99
575,2,"CASSIDY WYOMING",NC-17,2.99,19.99
576,2,"CASSIDY WYOMING",NC-17,2.99,19.99
577,2,"CASUALTIES ENCINO",G,4.99,16.99
578,2,"CASUALTIES ENCINO",G,4.99,16.99
579,2,"CASUALTIES ENCINO",G,4.99,16.99
580,1,"CAT CONEHEADS",G,4.99,14.99
581,1,"CAT CONEHEADS",G,4.99,14.99
582,1,"CAT CONEHEADS",G,4.99,14.99
583,1,"CAT CONEHEADS",G,4.99,14.99
584,2,"CAT CONEHEADS",G,4.99,14.99
585,2,"CAT CONEHEADS",G,4.99,14.99
586,2,"CAT CONEHEADS",G,4.99,14.99
587,2,"CAT CONEHEADS",G,4.99,14.99
588,1,"CAUSE DATE",R,2.99,16.99
589,1,"CAUSE DATE",R,2.99,16.99
590,1,"CAUSE DATE",R,2.99,16.99
591,2,"CAUSE DATE",R,2.99,16.99
592,2,"CAUSE DATE",R,2.99,16.99
593,2,"CAUSE DATE",R,2.99,16.99
594,1,"CELEBRITY HORN",PG-13,0.99,24.99
595,1,"CELEBRITY HORN",PG-13,0.99,24.99
596,2,"CELEBRITY HORN",PG-13,0.99,24.99
597,2,"CELEBRITY HORN",PG-13,0.99,24.99
598,2,"CELEBRITY HORN",PG-13,0.99,24.99
599,2,"CELEBRITY HORN",PG-13,0.99,24.99
600,1,"CENTER DINOSAUR",PG,4.99,12.99
601,1,"CENTER DINOSAUR",PG,4.99,12.99
602,1,"CENTER DINOSAUR",PG,4.99,12.99
603,1,"CENTER DINOSAUR",PG,4.99,12.99
604,2,"CENTER DINOSAUR",PG,4.99,12.99
605,2,"CENTER DINOSAUR",PG,4.99,12.99
606,1,"CHAINSAW UPTOWN",PG,0.99,25.99
607,1,"CHAINSAW UPTOWN",PG,0.99,25.99
608,1,"CHAINSAW UPTOWN",PG,0.99,25.99
609,1,"CHAINSAW UPTOWN",PG,0.99,25.99
610,2,"CHAINSAW UPTOWN",PG,0.99,25.99
611,2,"CHAINSAW UPTOWN",PG,0.99,25.99
612,1,"CHAMBER ITALIAN",NC-17,4.99,14.99
613,1,"CHAMBER ITALIAN",NC-17,4.99,14.99
614,2,"CHAMBER ITALIAN",NC-17,4.99,14.99
615,2,"CHAMBER ITALIAN",NC-17,4.99,14.99
616,2,"CHAMPION FLATLINERS",PG,4.99,21.99
617,2,"CHAMPION FLATLINERS",PG,4.99,21.99
618,2,"CHAMPION FLATLINERS",PG,4.99,21.99
619,1,"CHANCE RESURRECTION",R,2.99,22.99
620,1,"CHANCE RESURRECTION",R,2.99,22.99
621,1,"CHANCE RESURRECTION",R,2.99,22.99
622,2,"CHANCE RESURRECTION",R,2.99,22.99
623,2,"CHANCE RESURRECTION",R,2.99,22.99
624,2,"CHANCE RESURRECTION",R,2.99,22.99
625,2,"CHANCE RESURRECTION",R,2.99,22.99
626,1,"CHAPLIN LICENSE",NC-17,2.99,26.99
627,1,"CHAPLIN LICENSE",NC-17,2.99,26.99
628,1,"CHAPLIN LICENSE",NC-17,2.99,26.99
629,2,"CHARADE DUFFEL",PG,2.99,21.99
630,2,"CHARADE DUFFEL",PG,2.99,21.99
631,2,"CHARADE DUFFEL",PG,2.99,21.99
632,2,"CHARADE DUFFEL",PG,2.99,21.99
633,1,"CHARIOTS CONSPIRACY",R,2.99,29.99
634,1,"CHARIOTS CONSPIRACY",R,2.99,29.99
635,2,"CHARIOTS CONSPIRACY",R,2.99,29.99
636,2,"CHARIOTS CONSPIRACY",R,2.99,29.99
637,2,"CHARIOTS CONSPIRACY",R,2.99,29.99
638,1,"CHASING FIGHT",PG,4.99,21.99
639,1,"CHASING FIGHT",PG,4.99,21.99
640,1,"CHASING FIGHT",PG,4.99,21.99
641,1,"CHASING FIGHT",PG,4.99,21.99
642,2,"CHASING FIGHT",PG,4.99,21.99
643,2,"CHASING FIGHT",PG,4.99,21.99
644,1,"CHEAPER CLYDE",G,0.99,23.99
645,1,"CHEAPER CLYDE",G,0.99,23.99
646,2,"CHEAPER CLYDE",G,0.99,23.99
647,2,"CHEAPER CLYDE",G,0.99,23.99
648,2,"CHEAPER CLYDE",G,0.99,23.99
649,1,"CHICAGO NORTH",PG-13,4.99,11.99
650,1,"CHICAGO NORTH",PG-13,4.99,11.99
651,1,"CHICAGO NORTH",PG-13,4.99,11.99
652,2,"CHICAGO NORTH",PG-13,4.99,11.99
653,2,"CHICAGO NORTH",PG-13,4.99,11.99
654,1,"CHICKEN HELLFIGHTERS",PG,0.99,24.99
655,1,"CHICKEN HELLFIGHTERS",PG,0.99,24.99
656,1,"CHICKEN HELLFIGHTERS",PG,0.99,24.99
657,2,"CHICKEN HELLFIGHTERS",PG,0.99,24.99
658,2,"CHICKEN HELLFIGHTERS",PG,0.99,24.99
659,1,"CHILL LUCK",PG,0.99,17.99
660,1,"CHILL LUCK",PG,0.99,17.99
661,1,"CHILL LUCK",PG,0.99,17.99
662,1,"CHILL LUCK",PG,0.99,17.99
663,2,"CHILL LUCK",PG,0.99,17.99
664,2,"CHILL LUCK",PG,0.99,17.99
665,2,"CHILL LUCK",PG,0.99,17.99
666,2,"CHISUM BEHAVIOR",G,4.99,25.99
667,2,"CHISUM BEHAVIOR",G,4.99,25.99
668,2,"CHISUM BEHAVIOR",G,4.99,25.99
669,1,"CHITTY LOCK",G,2.99,24.99
670,1,"CHITTY LOCK",G,2.99,24.99
671,1,"CHITTY LOCK",G,2.99,24.99
672,1,"CHOCOLAT HARRY",NC-17,0.99,16.99
673,1,"CHOCOLAT HARRY",NC-17,0.99,16.99
674,1,"CHOCOLAT HARRY",NC-17,0.99,16.99
675,2,"CHOCOLAT HARRY",NC-17,0.99,16.99
676,2,"CHOCOLAT HARRY",NC-17,0.99,16.99
677,2,"CHOCOLAT HARRY",NC-17,0.99,16.99
678,1,"CHRISTMAS MOONSHINE",NC-17,0.99,21.99
679,1,"CHRISTMAS MOONSHINE",NC-17,0.99,21.99
680,1,"CHRISTMAS MOONSHINE",NC-17,0.99,21.99
681,2,"CHRISTMAS MOONSHINE",NC-17,0.99,21.99
682,2,"CHRISTMAS MOONSHINE",NC-17,0.99,21.99
683,2,"CHRISTMAS MOONSHINE",NC-17,0.99,21.99
684,1,"CIDER DESIRE",PG,2.99,9.99
685,1,"CIDER DESIRE",PG,2.99,9.99
686,2,"CIDER DESIRE",PG,2.99,9.99
687,2,"CIDER DESIRE",PG,2.99,9.99
688,2,"CIDER DESIRE",PG,2.99,9.99
689,2,"CIDER DESIRE",PG,2.99,9.99
690,1,"CINCINATTI WHISPERER",NC-17,4.99,26.99
691,1,"CINCINATTI WHISPERER",NC-17,4.99,26.99
692,2,"CINCINATTI WHISPERER",NC-17,4.99,26.99
693,2,"CINCINATTI WHISPERER",NC-17,4.99,26.99
694,1,"CIRCUS YOUTH",PG-13,2.99,13.99
695,1,"CIRCUS YOUTH",PG-13,2.99,13.99
696,1,"CIRCUS YOUTH",PG-13,2.99,13.99
697,1,"CIRCUS YOUTH",PG-13,2.99,13.99
698,1,"CITIZEN SHREK",G,0.99,18.99
699,1,"CITIZEN SHREK",G,0.99,18.99
700,1,"CITIZEN SHREK",G,0.99,18.99
701,1,"CITIZEN SHREK",G,0.99,18.99
702,1,"CLASH FREDDY",G,2.99,12.99
703,1,"CLASH FREDDY",G,2.99,12.99
704,1,"CLASH FREDDY",G,2.99,12.99
705,2,"CLASH FREDDY",G,2.99,12.99
706,2,"CLASH FREDDY",G,2.99,12.99
707,2,"CLASH FREDDY",G,2.99,12.99
708,2,"CLASH FREDDY",G,2.99,12.99
709,1,"CLEOPATRA DEVIL",PG-13,0.99,26.99
710,1,"CLEOPATRA DEVIL",PG-13,0.99,26.99
711,2,"CLEOPATRA DEVIL",PG-13,0.99,26.99
712,2,"CLEOPATRA DEVIL",PG-13,0.99,26.99
713,2,"CLEOPATRA DEVIL",PG-13,0.99,26.99
714,2,"CLERKS ANGELS",G,4.99,15.99
715,2,"CLERKS ANGELS",G,4.99,15.99
716,2,"CLOCKWORK PARADISE",PG-13,0.99,29.99
717,2,"CLOCKWORK PARADISE",PG-13,0.99,29.99
718,2,"CLOCKWORK PARADISE",PG-13,0.99,29.99
719,1,"CLONES PINOCCHIO",R,2.99,16.99
720,1,"CLONES PINOCCHIO",R,2.99,16.99
721,2,"CLONES PINOCCHIO",R,2.99,16.99
722,2,"CLONES PINOCCHIO",R,2.99,16.99
723,2,"CLONES PINOCCHIO",R,2.99,16.99
724,1,"CLOSER BANG",R,4.99,12.99
725,1,"CLOSER BANG",R,4.99,12.99
726,1,"CLOSER BANG",R,4.99,12.99
727,1,"CLOSER BANG",R,4.99,12.99
728,2,"CLOSER BANG",R,4.99,12.99
729,2,"CLOSER BANG",R,4.99,12.99
730,2,"CLOSER BANG",R,4.99,12.99
731,1,"CLUB GRAFFITI",PG-13,0.99,12.99
732,1,"CLUB GRAFFITI",PG-13,0.99,12.99
733,2,"CLUB GRAFFITI",PG-13,0.99,12.99
734,2,"CLUB GRAFFITI",PG-13,0.99,12.99
735,2,"CLUB GRAFFITI",PG-13,0.99,12.99
736,1,"CLUE GRAIL",NC-17,4.99,27.99
737,1,"CLUE GRAIL",NC-17,4.99,27.99
738,1,"CLUELESS BUCKET",R,2.99,13.99
739,1,"CLUELESS BUCKET",R,2.99,13.99
740,1,"CLUELESS BUCKET",R,2.99,13.99
741,2,"CLUELESS BUCKET",R,2.99,13.99
742,2,"CLUELESS BUCKET",R,2.99,13.99
743,2,"CLUELESS BUCKET",R,2.99,13.99
744,2,"CLUELESS BUCKET",R,2.99,13.99
745,2,"CLYDE THEORY",PG-13,0.99,29.99
746,2,"CLYDE THEORY",PG-13,0.99,29.99
747,2,"CLYDE THEORY",PG-13,0.99,29.99
748,1,"COAST RAINBOW",PG,0.99,20.99
749,1,"COAST RAINBOW",PG,0.99,20.99
750,2,"COAST RAINBOW",PG,0.99,20.99
751,2,"COAST RAINBOW",PG,0.99,20.99
752,2,"COAST RAINBOW",PG,0.99,20.99
753,1,"COLDBLOODED DARLING",G,4.99,27.99
754,1,"COLDBLOODED DARLING",G,4.99,27.99
755,1,"COLDBLOODED DARLING",G,4.99,27.99
756,2,"COLDBLOODED DARLING",G,4.99,27.99
757,2,"COLDBLOODED DARLING",G,4.99,27.99
758,1,"COLOR PHILADELPHIA",G,2.99,19.99
759,1,"COLOR PHILADELPHIA",G,2.99,19.99
760,1,"COLOR PHILADELPHIA",G,2.99,19.99
761,1,"COLOR PHILADELPHIA",G,2.99,19.99
762,2,"COLOR PHILADELPHIA",G,2.99,19.99
763,2,"COLOR PHILADELPHIA",G,2.99,19.99
764,1,"COMA HEAD",NC-17,4.99,10.99
765,1,"COMA HEAD",NC-17,4.99,10.99
766,1,"COMA HEAD",NC-17,4.99,10.99
767,1,"COMA HEAD",NC-17,4.99,10.99
768,2,"COMA HEAD",NC-17,4.99,10.99
769,2,"COMA HEAD",NC-17,4.99,10.99
770,2,"COMA HEAD",NC-17,4.99,10.99
771,1,"COMANCHEROS ENEMY",R,0.99,23.99
772,1,"COMANCHEROS ENEMY",R,0.99,23.99
773,1,"COMFORTS RUSH",NC-17,2.99,19.99
774,1,"COMFORTS RUSH",NC-17,2.99,19.99
775,2,"COMFORTS RUSH",NC-17,2.99,19.99
776,2,"COMFORTS RUSH",NC-17,2.99,19.99
777,1,"COMMAND DARLING",PG-13,4.99,28.99
778,1,"COMMAND DARLING",PG-13,4.99,28.99
779,2,"COMMAND DARLING",PG-13,4.99,28.99
780,2,"COMMAND DARLING",PG-13,4.99,28.99
781,2,"COMMAND DARLING",PG-13,4.99,28.99
782,2,"COMMAND DARLING",PG-13,4.99,28.99
783,1,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
784,1,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
785,1,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
786,1,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
787,2,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
788,2,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
789,2,"CONEHEADS SMOOCHY",NC-17,4.99,12.99
790,1,"CONFESSIONS MAGUIRE",PG-13,4.99,25.99
791,1,"CONFESSIONS MAGUIRE",PG-13,4.99,25.99
792,1,"CONFESSIONS MAGUIRE",PG-13,4.99,25.99
793,2,"CONFESSIONS MAGUIRE",PG-13,4.99,25.99
794,2,"CONFESSIONS MAGUIRE",PG-13,4.99,25.99
795,1,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
796,1,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
797,1,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
798,1,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
799,2,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
800,2,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
801,2,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
802,2,"CONFIDENTIAL INTERVIEW",NC-17,4.99,13.99
803,1,"CONFUSED CANDLES",PG-13,2.99,27.99
804,1,"CONFUSED CANDLES",PG-13,2.99,27.99
805,2,"CONFUSED CANDLES",PG-13,2.99,27.99
806,2,"CONFUSED CANDLES",PG-13,2.99,27.99
807,2,"CONFUSED CANDLES",PG-13,2.99,27.99
808,1,"CONGENIALITY QUEST",PG-13,0.99,21.99
809,1,"CONGENIALITY QUEST",PG-13,0.99,21.99
810,2,"CONGENIALITY QUEST",PG-13,0.99,21.99
811,2,"CONGENIALITY QUEST",PG-13,0.99,21.99
812,2,"CONGENIALITY QUEST",PG-13,0.99,21.99
813,2,"CONGENIALITY QUEST",PG-13,0.99,21.99
814,2,"CONNECTICUT TRAMP",R,4.99,20.99
815,2,"CONNECTICUT TRAMP",R,4.99,20.99
816,2,"CONNECTICUT TRAMP",R,4.99,20.99
817,1,"CONNECTION MICROCOSMOS",G,0.99,25.99
818,1,"CONNECTION MICROCOSMOS",G,0.99,25.99
819,1,"CONQUERER NUTS",G,4.99,14.99
820,1,"CONQUERER NUTS",G,4.99,14.99
821,1,"CONQUERER NUTS",G,4.99,14.99
822,1,"CONQUERER NUTS",G,4.99,14.99
823,2,"CONSPIRACY SPIRIT",PG-13,2.99,27.99
824,2,"CONSPIRACY SPIRIT",PG-13,2.99,27.99
825,1,"CONTACT ANONYMOUS",PG-13,2.99,10.99
826,1,"CONTACT ANONYMOUS",PG-13,2.99,10.99
827,1,"CONTACT ANONYMOUS",PG-13,2.99,10.99
828,2,"CONTACT ANONYMOUS",PG-13,2.99,10.99
829,2,"CONTACT ANONYMOUS",PG-13,2.99,10.99
830,2,"CONTACT ANONYMOUS",PG-13,2.99,10.99
831,2,"CONTACT ANONYMOUS",PG-13,2.99,10.99
832,1,"CONTROL ANTHEM",G,4.99,9.99
833,1,"CONTROL ANTHEM",G,4.99,9.99
834,1,"CONVERSATION DOWNHILL",R,4.99,14.99
835,1,"CONVERSATION DOWNHILL",R,4.99,14.99
836,1,"CONVERSATION DOWNHILL",R,4.99,14.99
837,2,"CONVERSATION DOWNHILL",R,4.99,14.99
838,2,"CONVERSATION DOWNHILL",R,4.99,14.99
839,2,"CONVERSATION DOWNHILL",R,4.99,14.99
840,1,"CORE SUIT",PG-13,2.99,24.99
841,1,"CORE SUIT",PG-13,2.99,24.99
842,2,"CORE SUIT",PG-13,2.99,24.99
843,2,"CORE SUIT",PG-13,2.99,24.99
844,2,"CORE SUIT",PG-13,2.99,24.99
845,1,"COWBOY DOOM",PG,2.99,10.99
846,1,"COWBOY DOOM",PG,2.99,10.99
847,1,"CRAFT OUTFIELD",NC-17,0.99,17.99
848,1,"CRAFT OUTFIELD",NC-17,0.99,17.99
849,2,"CRAFT OUTFIELD",NC-17,0.99,17.99
850,2,"CRAFT OUTFIELD",NC-17,0.99,17.99
851,2,"CRANES RESERVOIR",NC-17,2.99,12.99
852,2,"CRANES RESERVOIR",NC-17,2.99,12.99
853,2,"CRANES RESERVOIR",NC-17,2.99,12.99
854,1,"CRAZY HOME",PG,2.99,24.99
855,1,"CRAZY HOME",PG,2.99,24.99
856,1,"CRAZY HOME",PG,2.99,24.99
857,1,"CREATURES SHAKESPEARE",NC-17,0.99,23.99
858,1,"CREATURES SHAKESPEARE",NC-17,0.99,23.99
859,2,"CREATURES SHAKESPEARE",NC-17,0.99,23.99
860,2,"CREATURES SHAKESPEARE",NC-17,0.99,23.99
861,2,"CREATURES SHAKESPEARE",NC-17,0.99,23.99
862,2,"CREATURES SHAKESPEARE",NC-17,0.99,23.99
863,2,"CREEPERS KANE",NC-17,4.99,23.99
864,2,"CREEPERS KANE",NC-17,4.99,23.99
865,2,"CREEPERS KANE",NC-17,4.99,23.99
866,2,"CREEPERS KANE",NC-17,4.99,23.99
867,1,"CROOKED FROGMEN",PG-13,0.99,27.99
868,1,"CROOKED FROGMEN",PG-13,0.99,27.99
869,1,"CROOKED FROGMEN",PG-13,0.99,27.99
870,2,"CROOKED FROGMEN",PG-13,0.99,27.99
871,2,"CROOKED FROGMEN",PG-13,0.99,27.99
872,2,"CROOKED FROGMEN",PG-13,0.99,27.99
873,1,"CROSSROADS CASUALTIES",G,2.99,20.99
874,1,"CROSSROADS CASUALTIES",G,2.99,20.99
875,1,"CROSSROADS CASUALTIES",G,2.99,20.99
876,1,"CROSSROADS CASUALTIES",G,2.99,20.99
877,2,"CROSSROADS CASUALTIES",G,2.99,20.99
878,2,"CROSSROADS CASUALTIES",G,2.99,20.99
879,2,"CROSSROADS CASUALTIES",G,2.99,20.99
880,2,"CROSSROADS CASUALTIES",G,2.99,20.99
881,1,"CROW GREASE",PG,0.99,22.99
882,1,"CROW GREASE",PG,0.99,22.99
883,2,"CROW GREASE",PG,0.99,22.99
884,2,"CROW GREASE",PG,0.99,22.99
885,1,"CRUELTY UNFORGIVEN",G,0.99,29.99
886,1,"CRUELTY UNFORGIVEN",G,0.99,29.99
887,1,"CRUSADE HONEY",R,2.99,27.99
888,1,"CRUSADE HONEY",R,2.99,27.99
889,1,"CUPBOARD SINNERS",R,2.99,29.99
890,1,"CUPBOARD SINNERS",R,2.99,29.99
891,1,"CUPBOARD SINNERS",R,2.99,29.99
892,1,"CUPBOARD SINNERS",R,2.99,29.99
893,2,"CUPBOARD SINNERS",R,2.99,29.99
894,2,"CUPBOARD SINNERS",R,2.99,29.99
895,2,"CUPBOARD SINNERS",R,2.99,29.99
896,2,"CUPBOARD SINNERS",R,2.99,29.99
897,1,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
898,1,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
899,1,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
900,1,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
901,2,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
902,2,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
903,2,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
904,2,"CURTAIN VIDEOTAPE",PG-13,0.99,27.99
905,1,"CYCLONE FAMILY",PG,2.99,18.99
906,1,"CYCLONE FAMILY",PG,2.99,18.99
907,1,"CYCLONE FAMILY",PG,2.99,18.99
908,1,"CYCLONE FAMILY",PG,2.99,18.99
909,1,"DADDY PITTSBURGH",G,4.99,26.99
910,1,"DADDY PITTSBURGH",G,4.99,26.99
911,1,"DADDY PITTSBURGH",G,4.99,26.99
912,2,"DAISY MENAGERIE",G,4.99,9.99
913,2,"DAISY MENAGERIE",G,4.99,9.99
914,2,"DAISY MENAGERIE",G,4.99,9.99
915,2,"DAISY MENAGERIE",G,4.99,9.99
916,1,"DALMATIONS SWEDEN",PG,0.99,25.99
917,1,"DALMATIONS SWEDEN",PG,0.99,25.99
918,1,"DALMATIONS SWEDEN",PG,0.99,25.99
919,1,"DALMATIONS SWEDEN",PG,0.99,25.99
920,2,"DALMATIONS SWEDEN",PG,0.99,25.99
921,2,"DALMATIONS SWEDEN",PG,0.99,25.99
922,1,"DANCES NONE",NC-17,0.99,22.99
923,1,"DANCES NONE",NC-17,0.99,22.99
924,1,"DANCES NONE",NC-17,0.99,22.99
925,1,"DANCES NONE",NC-17,0.99,22.99
926,1,"DANCING FEVER",G,0.99,25.99
927,1,"DANCING FEVER",G,0.99,25.99
928,1,"DANCING FEVER",G,0.99,25.99
929,1,"DANCING FEVER",G,0.99,25.99
930,2,"DANCING FEVER",G,0.99,25.99
931,2,"DANCING FEVER",G,0.99,25.99
932,2,"DANCING FEVER",G,0.99,25.99
933,2,"DANCING FEVER",G,0.99,25.99
934,1,"DANGEROUS UPTOWN",PG,4.99,26.99
935,1,"DANGEROUS UPTOWN",PG,4.99,26.99
936,1,"DANGEROUS UPTOWN",PG,4.99,26.99
937,1,"DANGEROUS UPTOWN",PG,4.99,26.99
938,1,"DARES PLUTO",PG-13,2.99,16.99
939,1,"DARES PLUTO",PG-13,2.99,16.99
940,1,"DARES PLUTO",PG-13,2.99,16.99
941,1,"DARKNESS WAR",NC-17,2.99,24.99
942,1,"DARKNESS WAR",NC-17,2.99,24.99
943,1,"DARKNESS WAR",NC-17,2.99,24.99
944,1,"DARKNESS WAR",NC-17,2.99,24.99
945,2,"DARKO DORADO",NC-17,4.99,13.99
946,2,"DARKO DORADO",NC-17,4.99,13.99
947,2,"DARKO DORADO",NC-17,4.99,13.99
948,1,"DARLING BREAKING",PG-13,4.99,20.99
949,1,"DARLING BREAKING",PG-13,4.99,20.99
950,1,"DARN FORRESTER",G,4.99,14.99
951,1,"DARN FORRESTER",G,4.99,14.99
952,1,"DARN FORRESTER",G,4.99,14.99
953,2,"DARN FORRESTER",G,4.99,14.99
954,2,"DARN FORRESTER",G,4.99,14.99
955,1,"DATE SPEED",R,0.99,19.99
956,1,"DATE SPEED",R,0.99,19.99
957,1,"DATE SPEED",R,0.99,19.99
958,1,"DATE SPEED",R,0.99,19.99
959,2,"DAUGHTER MADIGAN",PG-13,4.99,13.99
960,2,"DAUGHTER MADIGAN",PG-13,4.99,13.99
961,2,"DAUGHTER MADIGAN",PG-13,4.99,13.99
962,2,"DAUGHTER MADIGAN",PG-13,4.99,13.99
963,1,"DAWN POND",PG,4.99,27.99
964,1,"DAWN POND",PG,4.99,27.99
965,1,"DAWN POND",PG,4.99,27.99
966,2,"DAWN POND",PG,4.99,27.99
967,2,"DAWN POND",PG,4.99,27.99
968,2,"DAWN POND",PG,4.99,27.99
969,1,"DAY UNFAITHFUL",G,4.99,16.99
970,1,"DAY UNFAITHFUL",G,4.99,16.99
971,2,"DAY UNFAITHFUL",G,4.99,16.99
972,2,"DAY UNFAITHFUL",G,4.99,16.99
973,2,"DAY UNFAITHFUL",G,4.99,16.99
